id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,popularity,playlist
7s8UULMrFE2iq5dvHwzrNr,0.826,0.735,5,-4.198,0,0.105,0.319,5.01e-06,0.086,0.892,89.999,audio_features,215000,4,55,1pHX5NHrCG5vhhke9f3Nbf
6Z8oU8xMOie24Cflh2Sw6p,0.803,0.426,3,-11.54,1,0.0742,0.418,2.23e-05,0.11,0.556,114.945,audio_features,274853,4,69,1pHX5NHrCG5vhhke9f3Nbf
5jXrULyYKHjkAMk4TXZFoG,0.638,0.324,0,-7.787,0,0.0321,0.923,3.35e-05,0.151,0.446,129.932,audio_features,87133,4,66,1pHX5NHrCG5vhhke9f3Nbf
3eVkn2lYFVq8vZNDR0gf1Z,0.72,0.533,6,-6.43,1,0.0407,0.301,2.39e-05,0.0773,0.75,80.0,audio_features,382067,4,0,1pHX5NHrCG5vhhke9f3Nbf
02kmR5iBEtrtb7kneP6bn0,0.472,0.355,7,-13.405,0,0.0308,0.263,0.00013,0.0949,0.505,149.805,audio_features,261093,4,0,1pHX5NHrCG5vhhke9f3Nbf
7acN9HaStRBkP2UTOOpQ9q,0.829,0.622,3,-10.679,0,0.0512,0.424,0.000538,0.209,0.757,129.969,audio_features,369360,4,55,1pHX5NHrCG5vhhke9f3Nbf
4FkMh52ydCzaPYJ8oRkQEf,0.764,0.575,7,-9.989,1,0.0298,0.341,0.000279,0.0824,0.675,110.002,audio_features,290427,4,45,1pHX5NHrCG5vhhke9f3Nbf
5kVjNlwI6vDvbuYJohhUqh,0.691,0.806,5,-8.286,0,0.0633,0.0729,0.00452,0.102,0.958,76.992,audio_features,147078,4,48,1pHX5NHrCG5vhhke9f3Nbf
3dn1dBimUAxhJtXnzljrWO,0.753,0.915,10,-7.246,0,0.065,0.0475,0.00158,0.0561,0.95,80.015,audio_features,256831,4,50,1pHX5NHrCG5vhhke9f3Nbf
3PDwscHDIcT8nj7kOp8cfq,0.84,0.494,5,-9.812,1,0.0691,0.0772,0.192,0.0467,0.694,99.992,audio_features,244000,4,43,1pHX5NHrCG5vhhke9f3Nbf
4t2lPMOLcSRgbI2fZ7iYve,0.639,0.476,3,-7.675,0,0.043,0.138,0.0523,0.0865,0.353,160.093,audio_features,309667,4,45,1pHX5NHrCG5vhhke9f3Nbf
6XeJ4zrJoEGr3jbgO6duJl,0.681,0.658,8,-8.856,1,0.0444,0.633,0.00262,0.16,0.585,144.857,audio_features,305333,4,54,1pHX5NHrCG5vhhke9f3Nbf
4EZlHutKDixsRzlaYT98OH,0.691,0.772,10,-7.015,0,0.239,0.226,0.0,0.0911,0.65,79.94,audio_features,324425,4,0,1pHX5NHrCG5vhhke9f3Nbf
0jCZ3xX2xZTWMUnQMk1Vig,0.536,0.591,0,-5.377,0,0.0292,0.463,0.0,0.133,0.347,128.056,audio_features,185216,4,65,1pHX5NHrCG5vhhke9f3Nbf
7CBZqJrizHPFH8tHzMZeqX,0.718,0.729,3,-5.458,0,0.0294,0.452,0.0117,0.0887,0.274,119.987,audio_features,306507,4,44,1pHX5NHrCG5vhhke9f3Nbf
3P6zRJ409f09GI1iNwjcpa,0.717,0.624,1,-7.096,1,0.0381,0.0754,0.000762,0.0989,0.472,159.926,audio_features,254033,4,57,1pHX5NHrCG5vhhke9f3Nbf
5EIpzyd2nuFVy7KUFCkwwy,0.799,0.677,10,-9.779,0,0.043,0.00958,0.000477,0.0993,0.559,99.98,audio_features,337933,4,58,1pHX5NHrCG5vhhke9f3Nbf
43zT3oDEP3I5FiZWugfqCZ,0.876,0.834,7,-4.653,1,0.137,0.164,0.00021,0.108,0.788,103.012,audio_features,245629,4,62,1pHX5NHrCG5vhhke9f3Nbf
1prSracOhIM1HgZY27xAxr,0.818,0.504,0,-10.138,1,0.0426,0.394,0.0,0.333,0.665,113.974,audio_features,216137,4,0,1pHX5NHrCG5vhhke9f3Nbf
4wR3WWggsXORXFPoFameCC,0.792,0.803,10,-4.168,0,0.248,0.407,7.66e-06,0.0202,0.967,157.958,audio_features,280143,3,47,1pHX5NHrCG5vhhke9f3Nbf
6Gu9A1Lgp1gYvQtYmzDN6o,0.831,0.694,8,-11.693,1,0.127,0.251,0.00855,0.123,0.962,162.023,audio_features,310187,4,45,1pHX5NHrCG5vhhke9f3Nbf
2k8tg7mutwFHnzP8JFYqGp,0.794,0.548,2,-6.842,1,0.0356,0.394,1.48e-06,0.344,0.471,117.975,audio_features,318027,4,47,1pHX5NHrCG5vhhke9f3Nbf
5m5yEB5DfTI10k7GQAtLnp,0.384,0.568,5,-8.465,0,0.0383,0.11,0.0,0.209,0.725,95.426,audio_features,330747,4,47,1pHX5NHrCG5vhhke9f3Nbf
2iz8tt6zvNigb0UlNN3Zh0,0.831,0.657,9,-7.419,0,0.158,0.0917,0.014,0.0476,0.903,130.589,audio_features,240840,4,37,1pHX5NHrCG5vhhke9f3Nbf
1nvzfxufGsTxLAqg6cx8Pj,0.898,0.46,0,-6.27,0,0.0504,0.174,0.0,0.139,0.677,120.014,audio_features,287535,4,0,1pHX5NHrCG5vhhke9f3Nbf
05FlPO0eMYMfy9PAb1rVIE,0.618,0.792,0,-6.209,1,0.116,0.304,0.0,0.177,0.721,149.897,audio_features,270836,3,0,1pHX5NHrCG5vhhke9f3Nbf
2XvnZTQ8Uo3PAfMugPSgSr,0.685,0.601,10,-9.044,0,0.0481,0.206,0.0225,0.374,0.688,72.536,audio_features,96360,4,0,1pHX5NHrCG5vhhke9f3Nbf
0TRV8DGlkEfVbTSm5byqsN,0.615,0.639,5,-6.242,0,0.213,0.401,0.000597,0.129,0.548,179.858,audio_features,322000,4,54,1pHX5NHrCG5vhhke9f3Nbf
1qheqIRCyBOYVBKaK5pkk3,0.724,0.851,5,-3.129,0,0.0529,0.0277,0.000402,0.387,0.931,148.093,audio_features,237640,4,40,1pHX5NHrCG5vhhke9f3Nbf
6c7PIMv4Tlsc8IeUAcjgU0,0.82,0.747,7,-5.559,0,0.0621,0.296,1.05e-05,0.0447,0.913,97.979,audio_features,308320,4,48,1pHX5NHrCG5vhhke9f3Nbf
2FyWvKLqK8jpysuxQ228so,0.808,0.728,0,-10.493,0,0.0653,0.262,0.0,0.228,0.832,116.965,audio_features,252347,4,55,1pHX5NHrCG5vhhke9f3Nbf
4o8WCJcjnzepWGvzLoi6EJ,0.771,0.737,7,-4.91,0,0.0885,0.122,8.62e-05,0.287,0.709,99.964,audio_features,295493,4,37,1pHX5NHrCG5vhhke9f3Nbf
4HBDcyTmazbfvNchzmKTC1,0.686,0.689,9,-4.73,0,0.0379,0.158,0.0,0.0422,0.446,120.031,audio_features,255000,4,50,1pHX5NHrCG5vhhke9f3Nbf
0UaTQTr82RLPXwsTIZsX2a,0.7,0.508,8,-8.461,1,0.0483,0.751,1.99e-05,0.0934,0.376,150.1,audio_features,300493,4,43,1pHX5NHrCG5vhhke9f3Nbf
0w2Ip8rv99fIBZTa3Pu5CY,0.667,0.861,10,-3.675,0,0.0651,0.355,5.34e-06,0.548,0.927,95.005,audio_features,346838,4,0,1pHX5NHrCG5vhhke9f3Nbf
0DTJOMF9D1Mo3Zc8PkIQlG,0.789,0.552,7,-9.64,0,0.0307,0.52,0.393,0.101,0.694,127.99,audio_features,264233,4,53,1pHX5NHrCG5vhhke9f3Nbf
10eHq0shtqQxcBDggf0kxy,0.575,0.683,0,-3.583,1,0.0347,0.405,0.0,0.252,0.623,124.931,audio_features,273449,4,13,1pHX5NHrCG5vhhke9f3Nbf
5If5w4xRJA5nJXYpxetPd5,0.715,0.572,2,-7.773,0,0.0641,0.502,0.0,0.118,0.539,145.018,audio_features,253241,3,53,1pHX5NHrCG5vhhke9f3Nbf
2RIycFyOBFSUKD8rPJ6nLD,0.607,0.578,2,-4.412,1,0.0323,0.53,0.0,0.0916,0.724,136.882,audio_features,221253,3,54,1pHX5NHrCG5vhhke9f3Nbf
4ZhLR60lXQNwzWsLbBrMcp,0.501,0.356,4,-6.083,0,0.0313,0.779,0.0,0.08,0.393,142.963,audio_features,345513,3,0,1pHX5NHrCG5vhhke9f3Nbf
5KX6Wq4oyOejdBDmEoeuQJ,0.677,0.697,0,-3.906,0,0.0316,0.201,4.14e-06,0.156,0.743,142.471,audio_features,267267,3,45,1pHX5NHrCG5vhhke9f3Nbf
3bqJt4CpKGsUN8TVqfSpKG,0.672,0.551,5,-8.046,0,0.0578,0.263,0.0,0.181,0.703,179.851,audio_features,344533,4,37,1pHX5NHrCG5vhhke9f3Nbf
50kz1CBb3MFq0GYQi2addZ,0.75,0.616,9,-7.868,0,0.0371,0.244,0.0,0.0643,0.52,91.97,audio_features,355147,4,36,1pHX5NHrCG5vhhke9f3Nbf
4WrHph4cyjY2nx0DzPVSoX,0.781,0.832,0,-4.023,1,0.0607,0.0838,0.0,0.0985,0.959,133.945,audio_features,269528,3,47,1pHX5NHrCG5vhhke9f3Nbf
5pFFMHKMZJMPicfAVnvDaj,0.419,0.609,0,-3.948,0,0.0308,0.223,0.0,0.0884,0.246,80.042,audio_features,292894,4,7,1pHX5NHrCG5vhhke9f3Nbf
1c9KP5bpnMRVJs20ONXa5a,0.715,0.638,5,-5.577,0,0.0382,0.457,0.000194,0.115,0.29,89.976,audio_features,300500,4,54,1pHX5NHrCG5vhhke9f3Nbf
7lhUK9t2MTRuDMc5J5etRi,0.532,0.807,7,-4.499,0,0.0971,0.263,0.0,0.383,0.381,159.994,audio_features,298443,4,45,1pHX5NHrCG5vhhke9f3Nbf
2dRj9RAkUWmsWeYnKR1ohe,0.782,0.446,6,-7.066,0,0.058,0.325,0.0,0.209,0.704,139.914,audio_features,225835,4,52,1pHX5NHrCG5vhhke9f3Nbf
1pF7Ujku5t6QBsz7tfP2KT,0.693,0.806,9,-6.307,0,0.39,0.254,0.0,0.0588,0.687,129.96,audio_features,335192,4,0,1pHX5NHrCG5vhhke9f3Nbf
1XksXF0kLBB7PmrIM341lv,0.55,0.714,0,-4.651,0,0.0404,0.341,0.0,0.0629,0.481,82.373,audio_features,290919,3,53,1pHX5NHrCG5vhhke9f3Nbf
0TdhmE7WWrZ41kmRJn5Wmj,0.708,0.499,11,-5.492,0,0.029,0.871,1.28e-06,0.0958,0.674,124.905,audio_features,306080,1,50,1pHX5NHrCG5vhhke9f3Nbf
1iw1gPykVHNROJnE3eCPeP,0.642,0.748,0,-3.347,0,0.0317,0.254,0.0,0.373,0.386,129.857,audio_features,269772,4,49,1pHX5NHrCG5vhhke9f3Nbf
633pLYxOIA0M2xqs6A3fXG,0.792,0.703,0,-4.343,1,0.0368,0.195,0.0,0.072,0.634,105.995,audio_features,215483,4,39,656d91JastxforR4ac4eIs
5EYZZvmNAH5VZCwuzYJqoA,0.829,0.665,2,-8.128,1,0.0868,0.242,1.75e-05,0.123,0.861,122.043,audio_features,275931,4,73,656d91JastxforR4ac4eIs
517bz7zkWELmyL4eZzJ5R9,0.552,0.75,10,-5.215,0,0.039,0.445,7.37e-05,0.291,0.4,89.999,audio_features,340400,4,68,656d91JastxforR4ac4eIs
5PvwPy5eRO8BPwpRzCHK3D,0.394,0.641,0,-6.493,0,0.0312,0.276,0.0,0.0958,0.335,81.932,audio_features,390223,4,73,656d91JastxforR4ac4eIs
4QLBU9YC60QU4wHwPuyzfk,0.381,0.504,8,-7.653,0,0.0362,0.766,0.000377,0.0799,0.122,78.029,audio_features,291070,4,46,656d91JastxforR4ac4eIs
0iXLwnLmLwn9y54JtBTNxY,0.533,0.436,5,-7.521,0,0.0276,0.234,3.17e-06,0.46,0.371,146.868,audio_features,308158,3,69,656d91JastxforR4ac4eIs
18YDYRBEh6ZVNv4rPfKYg7,0.463,0.828,0,-4.605,0,0.0857,0.124,0.0,0.141,0.335,170.081,audio_features,269382,4,44,656d91JastxforR4ac4eIs
3GrTI5vAoDD3VE24VTBJAc,0.822,0.687,9,-8.167,1,0.0421,0.0593,0.0,0.0609,0.816,106.47,audio_features,446987,4,61,656d91JastxforR4ac4eIs
5EqggGHTuqiUfruO2gMHhI,0.884,0.893,5,-6.141,0,0.162,0.138,0.000922,0.0614,0.937,128.024,audio_features,261016,4,62,656d91JastxforR4ac4eIs
0WdbnNKO0Jt4BZACSDQh44,0.695,0.727,6,-6.274,0,0.0323,0.0744,0.000175,0.533,0.864,118.034,audio_features,302935,4,72,656d91JastxforR4ac4eIs
251PNRmJU9KcUnFQAB5t6I,0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,audio_features,321240,4,69,656d91JastxforR4ac4eIs
0Bz7dfqPY4JOGZO3O1j8Wh,0.552,0.769,2,-4.504,0,0.0465,0.497,0.0,0.112,0.702,86.957,audio_features,348966,4,72,656d91JastxforR4ac4eIs
65fbHxPPnRGPXaGN3PtpXd,0.64,0.357,1,-10.582,1,0.0321,0.433,1.37e-05,0.127,0.148,124.518,audio_features,388107,4,51,656d91JastxforR4ac4eIs
2LcXJP95e4HKydTZ2mYfrx,0.56,0.604,8,-8.732,1,0.0866,0.315,1.12e-06,0.176,0.75,84.784,audio_features,281574,4,73,656d91JastxforR4ac4eIs
2UKK9UEbKlykbmLVP1zWIQ,0.712,0.776,5,-7.424,0,0.213,0.541,2.17e-06,0.0896,0.96,89.934,audio_features,263967,4,72,656d91JastxforR4ac4eIs
1UHVj0W8BRn08AXvWcv8i6,0.823,0.637,5,-7.127,0,0.159,0.436,2.15e-06,0.255,0.873,118.043,audio_features,280974,4,59,656d91JastxforR4ac4eIs
32U1XMh3DKlm45uvpofhvY,0.354,0.712,3,-6.109,0,0.0589,0.358,4.19e-05,0.274,0.238,93.345,audio_features,368852,4,64,656d91JastxforR4ac4eIs
0H2iJVgorRR0ZFgRqGUjUM,0.476,0.788,9,-4.821,0,0.0446,0.237,2.49e-05,0.106,0.746,90.066,audio_features,289333,4,75,656d91JastxforR4ac4eIs
2HEw0hwnqYCN1w8ANOQXCl,0.751,0.438,7,-8.715,1,0.0362,0.459,0.0,0.103,0.609,129.956,audio_features,432067,4,46,656d91JastxforR4ac4eIs
6CV2iSJV2W6yAITDxSSes3,0.558,0.506,1,-6.761,0,0.0236,0.704,3.05e-06,0.0896,0.358,90.001,audio_features,289013,4,67,656d91JastxforR4ac4eIs
4MdBZfezLnn1RAPSW75oJC,0.567,0.577,11,-6.197,0,0.0264,0.628,0.0,0.132,0.217,101.99,audio_features,334331,4,35,656d91JastxforR4ac4eIs
6ocOeSjnWPcSTaSsi0zIdY,0.504,0.787,7,-5.948,0,0.0605,0.412,0.0,0.323,0.49,114.772,audio_features,325934,4,68,656d91JastxforR4ac4eIs
0v7rJIwQ2xeB1W19eU5IQS,0.48,0.681,5,-8.002,1,0.163,0.284,0.0,0.125,0.74,88.003,audio_features,361067,4,64,656d91JastxforR4ac4eIs
11ZEzmgtjJhoMHTWGd5IRY,0.562,0.735,7,-7.924,0,0.0445,0.144,0.000204,0.177,0.537,90.057,audio_features,231673,4,0,656d91JastxforR4ac4eIs
2mGLeZbDtP3umwzzxg8NC1,0.689,0.878,2,-3.513,0,0.0312,0.00733,3.43e-06,0.63,0.7,132.019,audio_features,321295,4,50,656d91JastxforR4ac4eIs
6CCV7FeYgEQ7Ekbes6B36Q,0.843,0.9,5,-4.602,0,0.0375,0.31,3.09e-05,0.0576,0.89,108.015,audio_features,325034,4,62,656d91JastxforR4ac4eIs
0OBFJ2klMAcaw5DbEmfwOq,0.639,0.368,2,-14.096,0,0.048,0.245,0.0,0.106,0.415,89.94,audio_features,197716,4,40,656d91JastxforR4ac4eIs
788Lp6lHrCrxJAZvS2l9YZ,0.748,0.812,0,-7.938,1,0.0471,0.0634,0.00146,0.114,0.906,99.994,audio_features,310988,4,60,656d91JastxforR4ac4eIs
29YePgOxuPLfU7uZKxKf6w,0.82,0.645,5,-6.873,1,0.0433,0.497,6.89e-05,0.118,0.789,111.935,audio_features,254700,4,69,656d91JastxforR4ac4eIs
2o00edfZxmZ1v8NzwKB8rA,0.722,0.821,5,-5.325,1,0.0567,0.0528,3.8e-05,0.196,0.752,121.993,audio_features,206090,4,55,656d91JastxforR4ac4eIs
01AE1MgL6L86WQzh4KGDUa,0.533,0.723,3,-4.301,0,0.0614,0.283,0.0,0.0678,0.591,97.848,audio_features,273926,4,63,656d91JastxforR4ac4eIs
0IudGhdeJZwJ0Ps6ndtQDt,0.718,0.697,2,-6.474,0,0.135,0.634,1.53e-05,0.0563,0.62,143.907,audio_features,356180,4,70,656d91JastxforR4ac4eIs
74AqVxZ3oXwJ8olHssBUG3,0.689,0.742,3,-7.571,0,0.0413,0.0339,0.0046,0.0928,0.876,155.986,audio_features,267624,4,66,656d91JastxforR4ac4eIs
6VbmeIWTbNHM5uqoW7GTE4,0.803,0.859,6,-4.405,0,0.185,0.305,6.18e-05,0.553,0.631,101.007,audio_features,281707,4,69,656d91JastxforR4ac4eIs
3BhjbaGeI7E0CiIjctfdD3,0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,audio_features,187711,4,67,656d91JastxforR4ac4eIs
6BMvC9tcX7ZZATrou342hk,0.643,0.708,1,-8.517,1,0.0368,0.0768,0.00404,0.0804,0.551,145.923,audio_features,293256,4,44,656d91JastxforR4ac4eIs
2tGSFJjhyBvzZV3VwpDACj,0.528,0.534,9,-5.554,0,0.0325,0.48,0.00291,0.0764,0.124,114.629,audio_features,235304,4,32,656d91JastxforR4ac4eIs
6qZyM6JV8ohLC4S2EL5sFh,0.758,0.57,6,-8.645,0,0.0462,0.00374,2.47e-06,0.184,0.567,126.966,audio_features,230185,4,71,656d91JastxforR4ac4eIs
1gwO79MdYdumgIjxq8eCxB,0.595,0.739,5,-6.733,1,0.0359,0.0716,6.98e-06,0.134,0.722,87.834,audio_features,325707,4,68,656d91JastxforR4ac4eIs
4wIWWEhbdgKAxhR68eE0Ye,0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995,audio_features,280161,4,74,656d91JastxforR4ac4eIs
0CtZpaOhtzvLV3FfcsVpQo,0.773,0.795,8,-5.537,0,0.0412,0.0587,0.00237,0.154,0.649,115.997,audio_features,258474,4,77,656d91JastxforR4ac4eIs
3RTL7zAwEu9vi5F4M9zeX1,0.731,0.9,6,-7.66,0,0.0466,0.126,0.0256,0.0722,0.963,143.991,audio_features,270315,4,60,656d91JastxforR4ac4eIs
00slEv0AYGnW85H84XsmGz,0.778,0.737,0,-7.073,1,0.195,0.178,6.83e-06,0.0632,0.9,125.031,audio_features,394162,4,57,656d91JastxforR4ac4eIs
1qbbe3NDhzji6McfE0semr,0.611,0.646,10,-7.086,1,0.0281,0.0475,0.0152,0.0416,0.527,129.989,audio_features,308316,4,49,656d91JastxforR4ac4eIs
3XyFQxpSlGowWpZkIn3ISA,0.721,0.867,6,-5.429,0,0.225,0.0885,0.000119,0.0372,0.87,170.091,audio_features,228323,4,69,656d91JastxforR4ac4eIs
4r8JqkhpTb5tzSKKHnVJIJ,0.644,0.423,11,-8.702,0,0.0324,0.464,0.0,0.11,0.509,131.903,audio_features,279429,4,73,656d91JastxforR4ac4eIs
189DQylImZ1hGZaIpAQUzx,0.634,0.344,2,-11.011,1,0.0288,0.741,6.09e-05,0.111,0.409,128.0,audio_features,322900,4,63,656d91JastxforR4ac4eIs
0Kd2IhGYGYrOATgOOnDBzI,0.674,0.661,7,-7.973,1,0.0618,0.128,2.03e-05,0.283,0.458,95.967,audio_features,319560,4,60,656d91JastxforR4ac4eIs
21Af1fetSINZpmAS3si8DW,0.712,0.718,11,-8.286,0,0.0444,0.049,2.02e-05,0.128,0.59,106.012,audio_features,319216,4,62,656d91JastxforR4ac4eIs
4kUWdUJZnxWMxY31AzorKa,0.87,0.747,6,-5.971,0,0.118,0.251,0.0,0.0532,0.817,130.032,audio_features,272170,4,58,656d91JastxforR4ac4eIs
1a8w8nlIyIhE2W1HIayKnl,0.777,0.481,3,-6.127,1,0.0274,0.794,4.23e-05,0.265,0.814,102.003,audio_features,193832,4,69,656d91JastxforR4ac4eIs
2iXVckhPy7tP0wV9DvlrjZ,0.738,0.873,2,-5.659,1,0.107,0.075,0.0294,0.225,0.484,104.982,audio_features,245100,4,65,656d91JastxforR4ac4eIs
0ceF2OyfoVe8IQeFcBXZg2,0.616,0.43,4,-7.563,0,0.0277,0.728,0.0,0.151,0.484,98.005,audio_features,253316,4,44,656d91JastxforR4ac4eIs
7xrosWOQbSHqhZWRXY69iS,0.524,0.895,8,-4.007,0,0.147,0.132,1.96e-06,0.841,0.692,130.909,audio_features,266083,4,54,656d91JastxforR4ac4eIs
0gPgdRfB4jdGrlyXS0Vx78,0.382,0.632,8,-6.393,1,0.0411,0.391,0.000486,0.0922,0.716,78.936,audio_features,333584,4,78,656d91JastxforR4ac4eIs
0zm66ruXxDQnr70T9JviFz,0.379,0.632,1,-6.52,1,0.0819,0.635,0.0,0.0944,0.452,153.525,audio_features,353390,4,34,656d91JastxforR4ac4eIs
1ocYa8PoVd5e2vPn0xHJcA,0.659,0.665,8,-8.181,0,0.0266,0.456,0.000486,0.0898,0.692,93.012,audio_features,252160,4,72,656d91JastxforR4ac4eIs
6eTPyEkYUmDUFvNxJdNuOD,0.679,0.622,4,-8.514,0,0.0328,0.272,6.52e-05,0.106,0.483,98.028,audio_features,240787,4,0,656d91JastxforR4ac4eIs
5j7pU3PrmdKix8kkvPpBzE,0.616,0.757,8,-5.877,0,0.0337,0.393,0.00267,0.165,0.538,96.976,audio_features,302658,4,56,656d91JastxforR4ac4eIs
5KNuHsIeFtD0oukst77hBi,0.548,0.737,0,-7.865,1,0.0386,0.458,0.00806,0.091,0.412,119.961,audio_features,364330,4,63,656d91JastxforR4ac4eIs
2ufLEVbzvEcJ3subW8jBUp,0.638,0.785,10,-2.612,1,0.044,0.185,0.0,0.245,0.515,91.101,audio_features,228031,4,66,656d91JastxforR4ac4eIs
7eQl3Yqv35ioqUfveKHitE,0.609,0.538,6,-7.842,1,0.0273,0.328,0.0,0.125,0.608,130.015,audio_features,321225,4,78,656d91JastxforR4ac4eIs
7cWnks0lsRtpAi87COOiXK,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,audio_features,379768,4,74,656d91JastxforR4ac4eIs
1hQia6rxgfM1ly2hE3StWp,0.711,0.295,0,-12.377,0,0.0334,0.534,4.51e-05,0.0782,0.694,135.041,audio_features,257973,4,75,656d91JastxforR4ac4eIs
6871FKHumiy1Wfr6vF7Xxt,0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961,audio_features,289999,4,67,656d91JastxforR4ac4eIs
0RrR3wg4ezBVwm7lyeybir,0.658,0.563,0,-8.91,0,0.0317,0.494,7.58e-05,0.378,0.582,119.98,audio_features,201676,4,61,656d91JastxforR4ac4eIs
51t7DiGRXmCBUCq5pd6iFU,0.553,0.796,1,-8.498,1,0.0382,0.00868,0.0408,0.243,0.75,160.094,audio_features,200067,4,52,656d91JastxforR4ac4eIs
2C6l8EGcbfcLXu0mWfAadB,0.715,0.743,6,-7.491,0,0.0337,0.339,0.00217,0.0983,0.259,116.962,audio_features,433920,4,54,656d91JastxforR4ac4eIs
3clrh7xJORCwm5ywomx4hs,0.468,0.921,7,-2.877,1,0.278,0.129,4.98e-05,0.0815,0.609,184.517,audio_features,275160,3,53,656d91JastxforR4ac4eIs
4iFPsNzNV7V9KJgcOX7TEO,0.702,0.86,7,-3.969,1,0.0345,0.361,1.33e-06,0.133,0.829,120.042,audio_features,341933,4,72,656d91JastxforR4ac4eIs
0dLbrlAVPPjpPqnYfmJsWk,0.684,0.771,8,-5.353,1,0.0307,0.548,0.0,0.112,0.539,119.982,audio_features,299827,4,73,656d91JastxforR4ac4eIs
0Bph99neebTJZ6rsIhd0sN,0.662,0.873,11,-3.927,1,0.0489,0.043,1.71e-06,0.338,0.532,89.972,audio_features,314063,4,52,656d91JastxforR4ac4eIs
6oUK2k9OJ0WvmVveyauFB7,0.554,0.606,1,-12.312,1,0.0722,0.578,0.000183,0.11,0.584,93.922,audio_features,285858,4,67,656d91JastxforR4ac4eIs
0OJzFLposMXdRHIHiWq28a,0.756,0.41,6,-11.285,1,0.0874,0.124,0.0,0.1,0.519,95.011,audio_features,400440,4,47,656d91JastxforR4ac4eIs
0u8wprNfOdcWpUlWnfMcpP,0.637,0.573,11,-6.69,0,0.0491,0.279,3.46e-06,0.0617,0.704,90.017,audio_features,306834,4,71,656d91JastxforR4ac4eIs
6GQK4G5o60E8YA18DGpAzv,0.494,0.899,11,-5.081,0,0.165,0.599,3.43e-05,0.111,0.559,79.895,audio_features,346627,4,70,656d91JastxforR4ac4eIs
1ELMyeJLDHUz3cK3XTWgEi,0.5,0.588,4,-7.66,0,0.0362,0.641,4.52e-05,0.327,0.35,81.973,audio_features,286120,4,68,656d91JastxforR4ac4eIs
5DyYcwMw0f6z3FefXNLOHv,0.405,0.745,2,-7.914,0,0.108,0.657,0.00552,0.117,0.751,87.452,audio_features,263027,4,59,656d91JastxforR4ac4eIs
1HT0RzPuChHC1kWbIplHyw,0.401,0.517,2,-6.618,0,0.0481,0.0661,0.0,0.202,0.471,128.451,audio_features,325312,4,66,656d91JastxforR4ac4eIs
6LX6modQsxnBouh7yZT6qx,0.748,0.444,8,-10.353,0,0.0381,0.405,5.01e-05,0.116,0.383,120.005,audio_features,197914,4,60,656d91JastxforR4ac4eIs
1r4oikmMdZZiGHkPA4hSoe,0.783,0.889,1,-2.691,0,0.0598,0.108,3.06e-05,0.333,0.851,111.983,audio_features,226300,4,65,656d91JastxforR4ac4eIs
7fyIuR4aaWb6iltlAoSkxF,0.247,0.556,11,-7.514,1,0.0376,0.635,0.000436,0.146,0.371,168.823,audio_features,265927,4,63,656d91JastxforR4ac4eIs
4km0RUkMMFdx8iDuq36o2w,0.301,0.581,11,-7.324,0,0.0422,0.602,0.0,0.0757,0.235,132.051,audio_features,237897,3,70,656d91JastxforR4ac4eIs
3EFGRGsshk0NWidcXfhKvw,0.386,0.412,6,-7.358,0,0.0406,0.478,2e-05,0.0746,0.469,75.266,audio_features,333984,5,65,656d91JastxforR4ac4eIs
73y649QhnXdcm6fRdvfraO,0.334,0.387,2,-9.483,1,0.0332,0.755,3.94e-05,0.113,0.42,129.959,audio_features,364787,1,69,656d91JastxforR4ac4eIs
5pAo2q7eVt65OSkwYgqhHl,0.703,0.781,8,-6.876,0,0.0468,0.194,0.000368,0.0928,0.679,94.014,audio_features,269200,4,66,656d91JastxforR4ac4eIs
5s9Kd33ExIhpe1JJSj5zLZ,0.743,0.921,3,-5.005,0,0.133,0.289,0.0064,0.0402,0.686,113.3,audio_features,273256,3,67,656d91JastxforR4ac4eIs
3G5bDcWXNRcNZjU8gNiLgS,0.549,0.534,5,-7.75,0,0.0358,0.224,0.00474,0.0941,0.209,147.807,audio_features,327162,4,58,656d91JastxforR4ac4eIs
1YKF4Eutw7SXJooEz0UFA9,0.582,0.794,5,-3.996,0,0.0414,0.0742,6.42e-05,0.254,0.503,146.955,audio_features,300000,3,58,656d91JastxforR4ac4eIs
3WXHXpVF6dzDhatda6Al0y,0.693,0.891,5,-4.144,0,0.263,0.0215,0.0,0.324,0.689,140.117,audio_features,244286,4,56,656d91JastxforR4ac4eIs
7AJtoJnHV80IMEHgQs6YvU,0.691,0.916,9,-5.313,1,0.117,0.029,0.0,0.121,0.394,133.889,audio_features,362762,4,51,656d91JastxforR4ac4eIs
0rxEPf4Y6uBmV3hkrV340a,0.846,0.634,10,-7.753,0,0.0432,0.122,0.0,0.146,0.944,104.964,audio_features,295079,4,66,656d91JastxforR4ac4eIs
